t_years mag lon lat depth event_id lambda_true f_true
2.6774637100e+00 3.0520240615e+00 3.2867393826e+00 2.0017617449e+00 1.1083091841e+01 1.4890000000e+03 4.6000000000e+00 -4.7542369672e-01
2.6776062483e+00 2.5040853005e+00 3.3406857143e+00 1.9741481113e+00 5.3885248303e+00 1.4900000000e+03 4.6000000000e+00 -4.7542369672e-01
2.6801372669e+00 3.0001793567e+00 3.2845930248e+00 2.0148531238e+00 1.1761358515e+01 1.4910000000e+03 4.6000000000e+00 -4.7542369672e-01
2.6806303206e+00 3.0894452015e+00 3.3420840326e+00 1.9572155042e+00 7.8436610641e+00 1.4920000000e+03 4.6000000000e+00 -4.7542369672e-01
2.6808900691e+00 3.0408276985e+00 3.3369874593e+00 1.9937816196e+00 2.2670564208e+00 1.4930000000e+03 4.6000000000e+00 -4.7542369672e-01
2.6831600831e+00 2.7505734993e+00 3.4049532264e+00 2.0158069095e+00 1.2454049588e+01 1.4940000000e+03 4.6000000000e+00 -4.7542369672e-01
2.6837067505e+00 3.1771499063e+00 3.4326092112e+00 1.9536477596e+00 1.3034249504e+01 1.4950000000e+03 4.6000000000e+00 -4.7542369672e-01
2.6845835034e+00 2.7886104924e+00 3.3901902270e+00 2.0116272504e+00 1.2017262653e+01 1.4960000000e+03 4.6000000000e+00 -4.7542369672e-01
2.6857146841e+00 2.5632327561e+00 3.3668931543e+00 1.9925699741e+00 5.9620259180e+00 1.4970000000e+03 4.6000000000e+00 -4.7542369672e-01
2.6870950333e+00 3.0009002899e+00 3.3989261169e+00 1.9596413571e+00 3.8127523948e+00 1.4980000000e+03 4.6000000000e+00 -4.7542369672e-01
2.6891494911e+00 2.8117367289e+00 3.3626725955e+00 2.0211833568e+00 1.5825826820e+01 1.4990000000e+03 4.6000000000e+00 -4.7542369672e-01
2.6918270159e+00 2.6672337747e+00 3.5001089552e+00 1.9905021662e+00 3.9837134796e+00 1.5000000000e+03 4.6000000000e+00 -4.7542369672e-01
2.6991986785e+00 2.7267389949e+00 3.4822064787e+00 1.9717591790e+00 7.8390414816e+00 1.5010000000e+03 4.6000000000e+00 -4.7542369672e-01
2.6996921007e+00 2.5984169881e+00 3.4584419201e+00 1.9839255356e+00 9.9603242108e+00 1.5020000000e+03 4.6000000000e+00 -4.7542369672e-01
2.7003104314e+00 3.2141553876e+00 3.5120677349e+00 1.9916666790e+00 6.4025818591e+00 1.5030000000e+03 4.6000000000e+00 -4.7542369672e-01
2.7008148758e+00 3.1720812219e+00 3.5693357278e+00 2.0193278351e+00 6.5148293316e+00 1.5040000000e+03 4.6000000000e+00 -4.7542369672e-01
2.7044308650e+00 2.5139063762e+00 3.6703530290e+00 1.9782777125e+00 4.2154291353e+00 1.5050000000e+03 4.6000000000e+00 -4.7542369672e-01
2.7062247699e+00 2.6797910575e+00 3.6217536604e+00 1.9717686942e+00 1.6472840916e+01 1.5060000000e+03 4.6000000000e+00 -4.7542369672e-01
2.7078096586e+00 3.4359081790e+00 3.6361237038e+00 1.9843241889e+00 3.5742489901e+00 1.5070000000e+03 4.6000000000e+00 -4.7542369672e-01
2.7120439178e+00 2.9370241190e+00 3.7304874195e+00 2.0288514773e+00 3.9573527872e+00 1.5080000000e+03 4.6000000000e+00 -4.7542369672e-01
2.7128479325e+00 3.3738757371e+00 3.7424401355e+00 1.9808230606e+00 3.9192643375e+00 1.5090000000e+03 4.6000000000e+00 -4.7542369672e-01
2.7134300571e+00 2.5205840587e+00 3.7327237196e+00 2.0275230440e+00 8.5745505199e+00 1.5100000000e+03 4.6000000000e+00 -4.7542369672e-01
2.7157969586e+00 2.6832054754e+00 3.7048742236e+00 1.9928085281e+00 8.2012540781e+00 1.5110000000e+03 4.6000000000e+00 -4.7542369672e-01
2.7203142024e+00 3.3739251542e+00 3.7478518917e+00 2.0304175415e+00 1.7205319019e+01 1.5120000000e+03 4.6000000000e+00 -4.7542369672e-01
2.7238930054e+00 2.7695035420e+00 3.8254543256e+00 1.9907797819e+00 6.3751198197e+00 1.5130000000e+03 4.6000000000e+00 -4.7542369672e-01
2.7242055479e+00 2.8461320047e+00 3.7913643852e+00 1.9599274841e+00 1.1101819782e+01 1.5140000000e+03 4.6000000000e+00 -4.7542369672e-01
2.7285164911e+00 2.6813060677e+00 3.8110455434e+00 2.0212784884e+00 1.2042010843e+01 1.5150000000e+03 4.6000000000e+00 -4.7542369672e-01
2.7397815032e+00 3.7257988440e+00 3.7782906062e+00 1.9842383144e+00 1.2835444795e+01 1.5160000000e+03 4.6000000000e+00 -4.7542369672e-01
2.7412180412e+00 3.3272747018e+00 3.8463430566e+00 1.9564898916e+00 1.7895384519e+01 1.5170000000e+03 4.6000000000e+00 -4.7542369672e-01
2.7414376644e+00 2.6256302536e+00 3.8489758484e+00 1.9770806407e+00 1.5188193893e+01 1.5180000000e+03 4.6000000000e+00 -4.7542369672e-01
2.7446108502e+00 3.3628255330e+00 3.8353681040e+00 1.9972113860e+00 2.7396405568e+00 1.5190000000e+03 4.6000000000e+00 -4.7542369672e-01
2.7464304270e+00 3.1401304654e+00 3.8990208324e+00 2.0150419455e+00 3.9699496745e+00 1.5200000000e+03 4.6000000000e+00 -4.7542369672e-01
2.7477973257e+00 3.0414213823e+00 3.8736067718e+00 2.0310749235e+00 6.2052601031e+00 1.5210000000e+03 4.6000000000e+00 -4.7542369672e-01
2.7512103065e+00 2.5824117121e+00 3.9987544633e+00 1.9727831943e+00 2.8228179800e+00 1.5220000000e+03 6.0000000000e-01 -2.9444389792e+00
2.7516213330e+00 2.6783688747e+00 4.1190427607e+00 2.0207339234e+00 1.7904627246e+01 1.5230000000e+03 6.0000000000e-01 -2.9444389792e+00
2.7544532272e+00 2.9037880505e+00 4.1578047157e+00 1.9725607977e+00 1.3154886285e+01 1.5240000000e+03 6.0000000000e-01 -2.9444389792e+00
2.7563069622e+00 2.8364539526e+00 4.6600541006e+00 2.0029141090e+00 5.7033059805e+00 1.5250000000e+03 6.0000000000e-01 -2.9444389792e+00
2.7598791516e+00 3.7507165065e+00 1.7596337399e-01 2.0839638203e+00 1.0005173030e+01 1.5260000000e+03 6.0000000000e-01 -2.9444389792e+00
2.7599890543e+00 2.6657093198e+00 2.3931056377e-01 2.1019242388e+00 1.1270371807e+01 1.5270000000e+03 6.0000000000e-01 -2.9444389792e+00
2.7603429362e+00 2.6131788732e+00 2.8198113627e-01 2.1063583116e+00 1.2155014617e+01 1.5280000000e+03 6.0000000000e-01 -2.9444389792e+00
2.7618105896e+00 2.6693278455e+00 3.3973003759e-01 2.0844063382e+00 1.2977465748e+01 1.5290000000e+03 6.0000000000e-01 -2.9444389792e+00
2.7656615316e+00 2.8791883783e+00 3.9737921762e-01 2.0895198675e+00 4.3397886941e+00 1.5300000000e+03 6.0000000000e-01 -2.9444389792e+00
2.7676369247e+00 2.6574524225e+00 4.7223990426e-01 2.0822525903e+00 1.0090308214e+01 1.5310000000e+03 6.0000000000e-01 -2.9444389792e+00
2.7685774208e+00 2.6943538448e+00 6.4174967235e-01 2.0503266024e+00 1.7017974606e+01 1.5320000000e+03 6.0000000000e-01 -2.9444389792e+00
2.7718422545e+00 3.1433737161e+00 7.3523734679e-01 2.0655706267e+00 1.2098446840e+01 1.5330000000e+03 6.0000000000e-01 -2.9444389792e+00
2.7732232151e+00 2.7245199546e+00 9.5573159087e-01 2.0502723107e+00 1.4580256027e+01 1.5340000000e+03 6.0000000000e-01 -2.9444389792e+00
2.7751513531e+00 3.4102394903e+00 1.1251078494e+00 2.0559800642e+00 1.6107558879e+01 1.5350000000e+03 4.6000000000e+00 -4.7542369672e-01
2.7783335985e+00 2.8684920842e+00 1.1581889532e+00 2.0735734957e+00 1.4995189675e+01 1.5360000000e+03 4.6000000000e+00 -4.7542369672e-01
2.7797624476e+00 2.8640306432e+00 1.2071840988e+00 2.0727646880e+00 1.3953788046e+01 1.5370000000e+03 4.6000000000e+00 -4.7542369672e-01
2.7819217656e+00 2.6184656893e+00 1.2159218490e+00 2.0600304192e+00 8.6232984148e+00 1.5380000000e+03 4.6000000000e+00 -4.7542369672e-01
2.7825751641e+00 2.8744835442e+00 1.2424811422e+00 2.0616385969e+00 1.0575220955e+01 1.5390000000e+03 4.6000000000e+00 -4.7542369672e-01
2.7835607263e+00 2.5222203610e+00 1.3138341427e+00 2.0452272153e+00 3.5093398921e+00 1.5400000000e+03 4.6000000000e+00 -4.7542369672e-01
2.7847379806e+00 2.9067490621e+00 1.2921709704e+00 2.0768186381e+00 8.9950844661e+00 1.5410000000e+03 4.6000000000e+00 -4.7542369672e-01
2.7856985056e+00 2.5742476198e+00 1.2925737301e+00 2.0735488447e+00 8.5583589731e+00 1.5420000000e+03 4.6000000000e+00 -4.7542369672e-01
2.7864724902e+00 2.5030072281e+00 1.2928650525e+00 2.0874532431e+00 1.4342710118e+01 1.5430000000e+03 4.6000000000e+00 -4.7542369672e-01
2.7886730202e+00 2.7976602793e+00 1.2598857602e+00 2.0451026575e+00 2.1564027537e+00 1.5440000000e+03 4.6000000000e+00 -4.7542369672e-01
2.7892510068e+00 2.5570565050e+00 1.3138944042e+00 2.0543610284e+00 3.9380501351e+00 1.5450000000e+03 4.6000000000e+00 -4.7542369672e-01
2.7894849319e+00 2.6146608597e+00 1.2745532895e+00 2.0813385322e+00 1.3151805203e+01 1.5460000000e+03 4.6000000000e+00 -4.7542369672e-01
2.7927394456e+00 3.1714347583e+00 1.3752854560e+00 2.0313983037e+00 9.8506027249e+00 1.5470000000e+03 4.6000000000e+00 -4.7542369672e-01
2.7927629801e+00 2.7365164810e+00 1.3603925721e+00 2.0318945607e+00 9.3620875470e+00 1.5480000000e+03 4.6000000000e+00 -4.7542369672e-01
2.7962329440e+00 2.9616175202e+00 1.3476381195e+00 2.1010417056e+00 4.5354397352e+00 1.5490000000e+03 4.6000000000e+00 -4.7542369672e-01
2.7978632454e+00 3.0389339999e+00 1.3638981166e+00 2.1087722459e+00 1.6416501008e+01 1.5500000000e+03 4.6000000000e+00 -4.7542369672e-01
2.7987332091e+00 2.7748004284e+00 1.4227281988e+00 2.1078293077e+00 1.4754071369e+01 1.5510000000e+03 4.6000000000e+00 -4.7542369672e-01
2.7993620473e+00 2.7812136206e+00 1.4807365179e+00 2.0589185954e+00 1.4247951282e+01 1.5520000000e+03 4.6000000000e+00 -4.7542369672e-01
2.8084304980e+00 2.9550427818e+00 1.4773469486e+00 2.0884277825e+00 6.0003395862e+00 1.5530000000e+03 4.6000000000e+00 -4.7542369672e-01
2.8094585732e+00 2.6588470507e+00 1.4096692492e+00 2.0816183636e+00 5.2273934302e+00 1.5540000000e+03 4.6000000000e+00 -4.7542369672e-01
2.8104186914e+00 2.6966665477e+00 1.4235358197e+00 2.1033574083e+00 1.3332577337e+01 1.5550000000e+03 4.6000000000e+00 -4.7542369672e-01
2.8129812825e+00 2.9570861614e+00 1.5492248799e+00 2.0406878642e+00 1.3612443730e+01 1.5560000000e+03 4.6000000000e+00 -4.7542369672e-01
2.8173884969e+00 2.6779667574e+00 1.4844995265e+00 2.0573049728e+00 1.0079373444e+01 1.5570000000e+03 4.6000000000e+00 -4.7542369672e-01
2.8175000317e+00 2.9127613854e+00 1.6255671310e+00 2.0567578954e+00 1.6878668473e+01 1.5580000000e+03 4.6000000000e+00 -4.7542369672e-01
2.8179400483e+00 3.4271937704e+00 1.6043578215e+00 2.0678388883e+00 1.7459658086e+01 1.5590000000e+03 4.6000000000e+00 -4.7542369672e-01
2.8179667623e+00 2.5494445898e+00 1.5855222415e+00 2.0725317161e+00 5.6653016912e+00 1.5600000000e+03 4.6000000000e+00 -4.7542369672e-01
2.8213062363e+00 3.4113097199e+00 1.6064875890e+00 2.0460080303e+00 1.3562261541e+01 1.5610000000e+03 4.6000000000e+00 -4.7542369672e-01
2.8249127085e+00 2.7033644403e+00 1.6167144795e+00 2.0546503746e+00 1.5725065953e+01 1.5620000000e+03 4.6000000000e+00 -4.7542369672e-01
2.8291823261e+00 3.5835269674e+00 1.6185993859e+00 2.0540060475e+00 1.4867219337e+01 1.5630000000e+03 4.6000000000e+00 -4.7542369672e-01
2.8318943634e+00 2.6801660312e+00 1.5848048373e+00 2.0314921454e+00 8.9439100535e+00 1.5640000000e+03 4.6000000000e+00 -4.7542369672e-01
2.8319075252e+00 2.9351490073e+00 1.6483589632e+00 2.0801438056e+00 1.2580429708e+01 1.5650000000e+03 4.6000000000e+00 -4.7542369672e-01
2.8398933923e+00 2.7379096804e+00 1.7186413561e+00 2.0490970173e+00 7.8969253104e+00 1.5660000000e+03 4.6000000000e+00 -4.7542369672e-01
2.8400404798e+00 2.5395209673e+00 1.6645561345e+00 2.0603765076e+00 1.4862795183e+01 1.5670000000e+03 4.6000000000e+00 -4.7542369672e-01
2.8401259962e+00 2.5561034355e+00 1.6438512033e+00 2.0515684298e+00 7.4527112459e+00 1.5680000000e+03 4.6000000000e+00 -4.7542369672e-01
2.8450656148e+00 2.8738700457e+00 1.7109184523e+00 2.0700340191e+00 1.1392316036e+01 1.5690000000e+03 4.6000000000e+00 -4.7542369672e-01
2.8453850611e+00 2.7021172751e+00 1.6415036717e+00 2.0849670441e+00 4.6384489410e+00 1.5700000000e+03 4.6000000000e+00 -4.7542369672e-01
2.8472455973e+00 3.1986225806e+00 1.7357055415e+00 2.0766626511e+00 1.1107939288e+01 1.5710000000e+03 4.6000000000e+00 -4.7542369672e-01
2.8484461095e+00 3.4812345720e+00 1.7710114229e+00 2.0615216224e+00 7.8890090046e+00 1.5720000000e+03 4.6000000000e+00 -4.7542369672e-01
2.8484840856e+00 2.5013598482e+00 1.7516393706e+00 2.0955997883e+00 1.2368353789e+01 1.5730000000e+03 4.6000000000e+00 -4.7542369672e-01
2.8509174819e+00 2.7854473318e+00 1.7583436946e+00 2.0469714377e+00 5.6319650851e+00 1.5740000000e+03 4.6000000000e+00 -4.7542369672e-01
2.8556450581e+00 2.8019497988e+00 1.7867256597e+00 2.0891479589e+00 8.3494449813e+00 1.5750000000e+03 4.6000000000e+00 -4.7542369672e-01
2.8575441206e+00 2.6375773416e+00 1.7827160505e+00 2.0391565205e+00 1.7327163999e+01 1.5760000000e+03 4.6000000000e+00 -4.7542369672e-01
2.8580786175e+00 2.5971185449e+00 1.7334139340e+00 2.0790450440e+00 7.7049016067e+00 1.5770000000e+03 4.6000000000e+00 -4.7542369672e-01
2.8581751027e+00 2.5176706250e+00 1.8559798394e+00 2.0709357196e+00 3.9248919349e+00 1.5780000000e+03 4.6000000000e+00 -4.7542369672e-01
2.8597760350e+00 2.7113280754e+00 1.8033117228e+00 2.0606855355e+00 9.0578788117e+00 1.5790000000e+03 4.6000000000e+00 -4.7542369672e-01
2.8603180172e+00 2.8781960475e+00 1.8662561959e+00 2.0811087083e+00 1.3103554627e+01 1.5800000000e+03 4.6000000000e+00 -4.7542369672e-01
2.8609466921e+00 2.5052882358e+00 1.9507109723e+00 2.0325460431e+00 5.2309362800e+00 1.5810000000e+03 4.6000000000e+00 -4.7542369672e-01
2.8622012433e+00 2.5067648775e+00 1.9142185118e+00 2.0666491996e+00 6.6145079039e+00 1.5820000000e+03 4.6000000000e+00 -4.7542369672e-01
2.8626588181e+00 2.5879339177e+00 1.9000602861e+00 2.1000687254e+00 6.1201403824e+00 1.5830000000e+03 4.6000000000e+00 -4.7542369672e-01
2.8647184174e+00 2.5755937695e+00 1.8822788115e+00 2.0742859246e+00 6.0329540430e+00 1.5840000000e+03 4.6000000000e+00 -4.7542369672e-01
2.8688605559e+00 2.6007862650e+00 1.8952354676e+00 2.0908977541e+00 1.6121750314e+01 1.5850000000e+03 4.6000000000e+00 -4.7542369672e-01
2.8730137579e+00 3.0082034956e+00 1.9250713508e+00 2.0442280370e+00 4.9420741899e+00 1.5860000000e+03 4.6000000000e+00 -4.7542369672e-01
2.8749753334e+00 2.5496716094e+00 1.9261813234e+00 2.0701686923e+00 9.4880701799e+00 1.5870000000e+03 4.6000000000e+00 -4.7542369672e-01
2.8750402114e+00 4.8436752480e+00 1.9613931004e+00 2.0670462945e+00 7.3701659012e+00 1.5880000000e+03 4.6000000000e+00 -4.7542369672e-01
2.8775523702e+00 2.8532526573e+00 2.0118680118e+00 2.0766141942e+00 1.3076295453e+01 1.5890000000e+03 4.6000000000e+00 -4.7542369672e-01
2.8807504100e+00 2.9819014391e+00 2.0496184997e+00 2.0823063956e+00 1.5707026534e+01 1.5900000000e+03 4.6000000000e+00 -4.7542369672e-01
2.8812266857e+00 2.9069747194e+00 2.0837910597e+00 2.0326705047e+00 7.1408329177e+00 1.5910000000e+03 4.6000000000e+00 -4.7542369672e-01
2.8815294954e+00 2.5233629990e+00 2.0616454967e+00 2.1013850996e+00 7.6125316138e+00 1.5920000000e+03 4.6000000000e+00 -4.7542369672e-01
2.8820036837e+00 2.7998736426e+00 2.0909115121e+00 2.0333384696e+00 1.2765722791e+01 1.5930000000e+03 4.6000000000e+00 -4.7542369672e-01
2.8872459395e+00 2.9348999329e+00 2.1785574040e+00 2.0445586056e+00 1.5640782540e+01 1.5940000000e+03 4.6000000000e+00 -4.7542369672e-01
2.8873445884e+00 3.4180915168e+00 2.1595959829e+00 2.0346282869e+00 8.8640162278e+00 1.5950000000e+03 4.6000000000e+00 -4.7542369672e-01
2.8874278983e+00 3.0736071328e+00 2.1512202159e+00 2.0408254338e+00 6.6281581828e+00 1.5960000000e+03 4.6000000000e+00 -4.7542369672e-01
2.8876272869e+00 3.4853768390e+00 2.1116848073e+00 2.0403722274e+00 9.2993811319e+00 1.5970000000e+03 4.6000000000e+00 -4.7542369672e-01
2.8887180004e+00 2.7553291262e+00 2.1877876786e+00 2.0846631187e+00 1.0288703505e+01 1.5980000000e+03 4.6000000000e+00 -4.7542369672e-01
2.8915464385e+00 2.6557193772e+00 2.2092852363e+00 2.0587310939e+00 8.6908721168e+00 1.5990000000e+03 4.6000000000e+00 -4.7542369672e-01
2.8933140723e+00 2.7373692876e+00 2.2521698173e+00 2.0324787244e+00 2.5451419625e+00 1.6000000000e+03 4.6000000000e+00 -4.7542369672e-01
2.8944652468e+00 2.6239059375e+00 2.2432039111e+00 2.1087377218e+00 8.0149225546e+00 1.6010000000e+03 4.6000000000e+00 -4.7542369672e-01
2.8953795792e+00 2.9155335204e+00 2.2331363999e+00 2.0926773479e+00 1.7111309827e+01 1.6020000000e+03 4.6000000000e+00 -4.7542369672e-01
2.8981116485e+00 2.9215325611e+00 2.2879571230e+00 2.0799080955e+00 1.3709430480e+01 1.6030000000e+03 4.6000000000e+00 -4.7542369672e-01
2.8995753794e+00 3.6487110612e+00 2.3366662552e+00 2.0999569801e+00 9.2429369553e+00 1.6040000000e+03 4.6000000000e+00 -4.7542369672e-01
2.9048373635e+00 2.5502839004e+00 2.4015584325e+00 2.0956450797e+00 1.3494767023e+01 1.6050000000e+03 4.6000000000e+00 -4.7542369672e-01
2.9058754679e+00 2.7936752543e+00 2.3967838379e+00 2.0941963104e+00 1.7677250658e+01 1.6060000000e+03 4.6000000000e+00 -4.7542369672e-01
2.9083118884e+00 2.9112802561e+00 2.3871997288e+00 2.0813308195e+00 6.5641299390e+00 1.6070000000e+03 4.6000000000e+00 -4.7542369672e-01
2.9084472731e+00 2.5952828955e+00 2.3867710931e+00 2.0442956311e+00 7.4356229830e+00 1.6080000000e+03 4.6000000000e+00 -4.7542369672e-01
2.9084598510e+00 2.6313620553e+00 2.4315018924e+00 2.0363882008e+00 3.6084154333e+00 1.6090000000e+03 4.6000000000e+00 -4.7542369672e-01
2.9144430054e+00 2.7056317629e+00 2.4747389708e+00 2.0986767078e+00 1.3463165304e+01 1.6100000000e+03 4.6000000000e+00 -4.7542369672e-01
2.9151576586e+00 2.9227906459e+00 2.5496358823e+00 2.0872415042e+00 1.6702422697e+01 1.6110000000e+03 4.6000000000e+00 -4.7542369672e-01
2.9171663454e+00 2.5506698133e+00 2.5352626401e+00 2.0321217915e+00 5.9093860950e+00 1.6120000000e+03 4.6000000000e+00 -4.7542369672e-01
2.9172869734e+00 2.6391051523e+00 2.5356515862e+00 2.0846851077e+00 1.1917555282e+01 1.6130000000e+03 4.6000000000e+00 -4.7542369672e-01
2.9209823024e+00 2.5868525527e+00 2.5629386882e+00 2.0879085109e+00 5.6829234319e+00 1.6140000000e+03 4.6000000000e+00 -4.7542369672e-01
2.9226768626e+00 2.5788792143e+00 2.5089720481e+00 2.1021524670e+00 1.1817006160e+01 1.6150000000e+03 4.6000000000e+00 -4.7542369672e-01
2.9239327533e+00 2.6621739855e+00 2.5500631898e+00 2.0523626058e+00 4.2333048714e+00 1.6160000000e+03 4.6000000000e+00 -4.7542369672e-01
2.9265828574e+00 3.3640216406e+00 2.6070825067e+00 2.0701420858e+00 5.4272479348e+00 1.6170000000e+03 4.6000000000e+00 -4.7542369672e-01
2.9272050145e+00 2.5056520299e+00 2.6391067558e+00 2.0371246856e+00 4.8576086094e+00 1.6180000000e+03 4.6000000000e+00 -4.7542369672e-01
2.9282295404e+00 2.5641046263e+00 2.6407334735e+00 2.0807061190e+00 5.0447044831e+00 1.6190000000e+03 4.6000000000e+00 -4.7542369672e-01
2.9291904939e+00 2.6568630905e+00 2.5964086141e+00 2.0818861857e+00 4.9429243685e+00 1.6200000000e+03 4.6000000000e+00 -4.7542369672e-01
2.9292906113e+00 3.2465439747e+00 2.6368489745e+00 2.0789957574e+00 5.6877701224e+00 1.6210000000e+03 4.6000000000e+00 -4.7542369672e-01
2.9306393056e+00 2.8107549368e+00 2.6399543743e+00 2.0792698893e+00 5.1593104738e+00 1.6220000000e+03 4.6000000000e+00 -4.7542369672e-01
2.9312181124e+00 2.5518911509e+00 2.6296748891e+00 2.0837880381e+00 1.1673631021e+01 1.6230000000e+03 4.6000000000e+00 -4.7542369672e-01
2.9328209148e+00 2.7260578979e+00 2.6649980893e+00 2.0821876471e+00 1.2124424327e+01 1.6240000000e+03 4.6000000000e+00 -4.7542369672e-01
2.9330720979e+00 2.5740703683e+00 2.6857293622e+00 2.0560915869e+00 1.2085035477e+01 1.6250000000e+03 4.6000000000e+00 -4.7542369672e-01
2.9332038057e+00 4.2876450282e+00 2.7336844824e+00 2.0412300241e+00 9.9855063875e+00 1.6260000000e+03 4.6000000000e+00 -4.7542369672e-01
2.9335384869e+00 2.5749469794e+00 2.6692147964e+00 2.0634877752e+00 8.7767526159e+00 1.6270000000e+03 4.6000000000e+00 -4.7542369672e-01
2.9352453642e+00 3.1458814412e+00 2.7428517336e+00 2.0864728097e+00 2.9397411576e+00 1.6280000000e+03 4.6000000000e+00 -4.7542369672e-01
2.9364393026e+00 2.6387321944e+00 2.7634651152e+00 2.0548069504e+00 4.4803958113e+00 1.6290000000e+03 4.6000000000e+00 -4.7542369672e-01
2.9364885737e+00 3.6825746006e+00 2.7633010883e+00 2.0460722639e+00 1.3481539435e+01 1.6300000000e+03 4.6000000000e+00 -4.7542369672e-01
2.9383749412e+00 2.5791243505e+00 2.7658677319e+00 2.0485262835e+00 1.1354549919e+01 1.6310000000e+03 4.6000000000e+00 -4.7542369672e-01
2.9399453128e+00 2.9856485388e+00 2.7653116806e+00 2.1089897116e+00 8.3429105435e+00 1.6320000000e+03 4.6000000000e+00 -4.7542369672e-01
2.9453852786e+00 3.3712935010e+00 2.7809432451e+00 2.0689497830e+00 7.5194508897e+00 1.6330000000e+03 4.6000000000e+00 -4.7542369672e-01
2.9475865046e+00 2.5237838490e+00 2.7402512090e+00 2.1051544366e+00 1.4910760610e+01 1.6340000000e+03 4.6000000000e+00 -4.7542369672e-01
2.9507520393e+00 2.8861966353e+00 2.8832576804e+00 2.0994679584e+00 1.3492474666e+01 1.6350000000e+03 4.6000000000e+00 -4.7542369672e-01
2.9518888033e+00 4.1016350081e+00 2.8708605192e+00 2.1035439036e+00 7.6348815945e+00 1.6360000000e+03 4.6000000000e+00 -4.7542369672e-01
2.9570395816e+00 3.0274535405e+00 2.9658531693e+00 2.0402536887e+00 3.8002618434e+00 1.6370000000e+03 4.6000000000e+00 -4.7542369672e-01
2.9580964443e+00 2.7342333493e+00 2.9137376040e+00 2.0984379817e+00 2.4336536594e+00 1.6380000000e+03 4.6000000000e+00 -4.7542369672e-01
2.9609041840e+00 2.7665026940e+00 2.9005678141e+00 2.0857435358e+00 1.1154488512e+01 1.6390000000e+03 4.6000000000e+00 -4.7542369672e-01
2.9637755155e+00 3.7749111494e+00 2.9049259325e+00 2.0565273642e+00 1.0716907574e+01 1.6400000000e+03 4.6000000000e+00 -4.7542369672e-01
2.9691929363e+00 3.0360299856e+00 2.9599899902e+00 2.0540404305e+00 1.0027309323e+01 1.6410000000e+03 4.6000000000e+00 -4.7542369672e-01
2.9729641102e+00 2.8242938979e+00 2.9368681514e+00 2.0536062183e+00 1.4929651119e+01 1.6420000000e+03 4.6000000000e+00 -4.7542369672e-01
2.9753993724e+00 2.5301953530e+00 3.0462461004e+00 2.0875416399e+00 6.1118823528e+00 1.6430000000e+03 4.6000000000e+00 -4.7542369672e-01
2.9772178794e+00 2.7299104113e+00 3.0142748840e+00 2.0835027011e+00 1.7592294006e+01 1.6440000000e+03 4.6000000000e+00 -4.7542369672e-01
2.9824187245e+00 2.8792093137e+00 2.9755655362e+00 2.0692154137e+00 4.5640087983e+00 1.6450000000e+03 4.6000000000e+00 -4.7542369672e-01
2.9845029948e+00 2.7174146249e+00 3.0676213562e+00 2.0315441336e+00 1.7663474344e+01 1.6460000000e+03 4.6000000000e+00 -4.7542369672e-01
2.9848136606e+00 2.8622490510e+00 3.0997615747e+00 2.0593138997e+00 1.5796043697e+01 1.6470000000e+03 4.6000000000e+00 -4.7542369672e-01
2.9853059061e+00 4.4907277210e+00 3.0838486014e+00 2.1049101849e+00 2.0927213783e+00 1.6480000000e+03 4.6000000000e+00 -4.7542369672e-01
2.9860384069e+00 2.5675336597e+00 3.1141944902e+00 2.0566769431e+00 1.7407333422e+01 1.6490000000e+03 4.6000000000e+00 -4.7542369672e-01
2.9862667954e+00 2.6092440521e+00 3.0852070048e+00 2.0789260227e+00 5.2015521080e+00 1.6500000000e+03 4.6000000000e+00 -4.7542369672e-01
2.9872473492e+00 3.5452607985e+00 3.1004354634e+00 2.0972128588e+00 1.3942076906e+01 1.6510000000e+03 4.6000000000e+00 -4.7542369672e-01
2.9876031863e+00 2.5477887426e+00 3.1547421128e+00 2.0357589362e+00 1.5568321612e+01 1.6520000000e+03 4.6000000000e+00 -4.7542369672e-01
2.9888914593e+00 3.1133310389e+00 3.1734247749e+00 2.1091478930e+00 8.3913033619e+00 1.6530000000e+03 4.6000000000e+00 -4.7542369672e-01
2.9904716104e+00 2.8168516106e+00 3.1318437699e+00 2.0484472722e+00 7.5807007961e+00 1.6540000000e+03 4.6000000000e+00 -4.7542369672e-01
2.9911591433e+00 2.7024339794e+00 3.2035939214e+00 2.0425574894e+00 1.4190446231e+01 1.6550000000e+03 4.6000000000e+00 -4.7542369672e-01
2.9927354504e+00 3.1132528232e+00 3.2386811324e+00 2.0717578367e+00 1.1123417335e+01 1.6560000000e+03 4.6000000000e+00 -4.7542369672e-01
2.9990931016e+00 2.5403137719e+00 3.2134609640e+00 2.0355604435e+00 1.3069779776e+01 1.6570000000e+03 4.6000000000e+00 -4.7542369672e-01
2.9999285047e+00 2.9678534874e+00 3.2702665465e+00 2.0794092827e+00 1.4441753388e+01 1.6580000000e+03 4.6000000000e+00 -4.7542369672e-01
3.0017917819e+00 2.7305063945e+00 3.2644770039e+00 2.0750418713e+00 9.5014873476e+00 1.6590000000e+03 4.6000000000e+00 -4.7542369672e-01
3.0024026741e+00 3.3110167701e+00 3.2379029374e+00 2.0845924302e+00 5.0266306018e+00 1.6600000000e+03 4.6000000000e+00 -4.7542369672e-01
